"freq
References : ['S(1,1)','S(1,2)','S(2,1)','S(2,2)']
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Real","S(1,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(1,2)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,2)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
3.210 GHz,0.963 / -98.862 ,0.043 / 171.260 ,0.630 / 169.320 ,0.878 / -99.266 
3.220 GHz,0.962 / -100.774 ,0.044 / 168.939 ,0.648 / 166.959 ,0.873 / -101.318 
3.230 GHz,0.961 / -102.679 ,0.046 / 166.627 ,0.665 / 164.607 ,0.868 / -103.378 
3.240 GHz,0.959 / -104.578 ,0.047 / 164.322 ,0.682 / 162.262 ,0.863 / -105.446 
3.250 GHz,0.957 / -106.472 ,0.048 / 162.020 ,0.699 / 159.920 ,0.857 / -107.525 
3.260 GHz,0.956 / -108.361 ,0.050 / 159.721 ,0.716 / 157.581 ,0.852 / -109.615 
3.270 GHz,0.954 / -110.247 ,0.051 / 157.423 ,0.733 / 155.243 ,0.847 / -111.718 
3.280 GHz,0.952 / -112.131 ,0.053 / 155.125 ,0.750 / 152.905 ,0.841 / -113.835 
3.290 GHz,0.950 / -114.012 ,0.054 / 152.824 ,0.767 / 150.564 ,0.835 / -115.967 
3.300 GHz,0.949 / -115.892 ,0.056 / 150.519 ,0.784 / 148.219 ,0.829 / -118.116 
3.310 GHz,0.947 / -117.768 ,0.057 / 148.195 ,0.801 / 145.855 ,0.824 / -120.285 
3.320 GHz,0.945 / -119.643 ,0.059 / 145.865 ,0.818 / 143.485 ,0.817 / -122.472 
3.330 GHz,0.943 / -121.519 ,0.061 / 143.528 ,0.835 / 141.108 ,0.811 / -124.681 
3.340 GHz,0.940 / -123.395 ,0.062 / 141.182 ,0.853 / 138.722 ,0.805 / -126.913 
3.350 GHz,0.938 / -125.272 ,0.064 / 138.826 ,0.870 / 136.326 ,0.798 / -129.168 
3.360 GHz,0.936 / -127.150 ,0.066 / 136.459 ,0.888 / 133.919 ,0.791 / -131.448 
3.370 GHz,0.933 / -129.030 ,0.067 / 134.080 ,0.905 / 131.500 ,0.784 / -133.755 
3.380 GHz,0.931 / -130.912 ,0.069 / 131.687 ,0.923 / 129.067 ,0.777 / -136.091 
3.390 GHz,0.928 / -132.796 ,0.071 / 129.280 ,0.941 / 126.620 ,0.769 / -138.457 
3.400 GHz,0.925 / -134.684 ,0.072 / 126.857 ,0.960 / 124.157 ,0.761 / -140.855 
3.410 GHz,0.923 / -136.577 ,0.074 / 124.439 ,0.978 / 121.669 ,0.753 / -143.285 
3.420 GHz,0.920 / -138.474 ,0.076 / 122.002 ,0.997 / 119.162 ,0.745 / -145.751 
3.430 GHz,0.917 / -140.374 ,0.078 / 119.547 ,1.016 / 116.637 ,0.736 / -148.255 
3.440 GHz,0.913 / -142.279 ,0.080 / 117.073 ,1.035 / 114.093 ,0.727 / -150.798 
3.450 GHz,0.910 / -144.187 ,0.082 / 114.577 ,1.055 / 111.527 ,0.717 / -153.383 
3.460 GHz,0.907 / -146.100 ,0.084 / 112.059 ,1.074 / 108.939 ,0.708 / -156.012 
3.470 GHz,0.903 / -148.016 ,0.086 / 109.518 ,1.094 / 106.328 ,0.698 / -158.687 
3.480 GHz,0.899 / -149.937 ,0.088 / 106.954 ,1.114 / 103.694 ,0.687 / -161.412 
3.490 GHz,0.895 / -151.863 ,0.090 / 104.365 ,1.135 / 101.035 ,0.677 / -164.189 
3.500 GHz,0.891 / -153.793 ,0.092 / 101.750 ,1.155 / 98.350 ,0.666 / -167.021 
3.510 GHz,0.887 / -155.720 ,0.095 / 99.098 ,1.177 / 95.688 ,0.654 / -169.880 
3.520 GHz,0.882 / -157.650 ,0.097 / 96.419 ,1.199 / 92.999 ,0.642 / -172.798 
3.530 GHz,0.878 / -159.585 ,0.099 / 93.713 ,1.221 / 90.283 ,0.630 / -175.779 
3.540 GHz,0.873 / -161.523 ,0.101 / 90.979 ,1.243 / 87.539 ,0.617 / -178.827 
3.550 GHz,0.868 / -163.465 ,0.104 / 88.216 ,1.265 / 84.766 ,0.604 / 178.054 
3.560 GHz,0.863 / -165.410 ,0.106 / 85.424 ,1.288 / 81.964 ,0.590 / 174.860 
3.570 GHz,0.858 / -167.358 ,0.108 / 82.602 ,1.310 / 79.132 ,0.576 / 171.585 
3.580 GHz,0.852 / -169.308 ,0.111 / 79.749 ,1.333 / 76.269 ,0.562 / 168.225 
3.590 GHz,0.846 / -171.260 ,0.113 / 76.866 ,1.356 / 73.376 ,0.547 / 164.772 
3.600 GHz,0.840 / -173.214 ,0.116 / 73.952 ,1.379 / 70.452 ,0.532 / 161.219 
3.610 GHz,0.834 / -175.169 ,0.118 / 71.004 ,1.401 / 67.484 ,0.517 / 157.539 
3.620 GHz,0.828 / -177.124 ,0.121 / 68.024 ,1.424 / 64.484 ,0.501 / 153.741 
3.630 GHz,0.822 / -179.079 ,0.123 / 65.013 ,1.447 / 61.453 ,0.485 / 149.817 
3.640 GHz,0.815 / 178.966 ,0.126 / 61.971 ,1.469 / 58.391 ,0.469 / 145.754 
3.650 GHz,0.809 / 177.012 ,0.128 / 58.897 ,1.491 / 55.297 ,0.452 / 141.540 
3.660 GHz,0.802 / 175.059 ,0.131 / 55.793 ,1.513 / 52.173 ,0.436 / 137.162 
3.670 GHz,0.795 / 173.108 ,0.133 / 52.659 ,1.535 / 49.019 ,0.419 / 132.604 
3.680 GHz,0.788 / 171.158 ,0.136 / 49.495 ,1.556 / 45.835 ,0.402 / 127.848 
3.690 GHz,0.781 / 169.211 ,0.138 / 46.302 ,1.577 / 42.622 ,0.386 / 122.875 
3.700 GHz,0.773 / 167.265 ,0.140 / 43.081 ,1.597 / 39.381 ,0.370 / 117.664 
3.710 GHz,0.766 / 165.320 ,0.143 / 39.848 ,1.617 / 36.118 ,0.354 / 112.224 
3.720 GHz,0.759 / 163.376 ,0.145 / 36.589 ,1.637 / 32.829 ,0.338 / 106.504 
3.730 GHz,0.752 / 161.433 ,0.148 / 33.305 ,1.655 / 29.515 ,0.323 / 100.481 
3.740 GHz,0.744 / 159.491 ,0.150 / 29.997 ,1.674 / 26.177 ,0.309 / 94.135 
3.750 GHz,0.737 / 157.548 ,0.152 / 26.667 ,1.691 / 22.817 ,0.296 / 87.448 
3.760 GHz,0.729 / 155.602 ,0.155 / 23.315 ,1.708 / 19.435 ,0.284 / 80.414 
3.770 GHz,0.722 / 153.653 ,0.157 / 19.943 ,1.724 / 16.033 ,0.274 / 73.034 
3.780 GHz,0.715 / 151.699 ,0.159 / 16.552 ,1.739 / 12.612 ,0.265 / 65.329 
3.790 GHz,0.708 / 149.737 ,0.161 / 13.143 ,1.753 / 9.173 ,0.258 / 57.338 
3.800 GHz,0.701 / 147.765 ,0.163 / 9.717 ,1.767 / 5.717 ,0.252 / 49.122 
3.810 GHz,0.694 / 145.795 ,0.165 / 6.275 ,1.780 / 2.225 ,0.249 / 40.764 
3.820 GHz,0.687 / 143.811 ,0.167 / 2.818 ,1.792 / -1.282 ,0.248 / 32.355 
3.830 GHz,0.680 / 141.807 ,0.169 / -0.654 ,1.804 / -4.804 ,0.249 / 23.994 
3.840 GHz,0.674 / 139.781 ,0.171 / -4.139 ,1.815 / -8.339 ,0.251 / 15.771 
3.850 GHz,0.667 / 137.727 ,0.172 / -7.637 ,1.825 / -11.887 ,0.256 / 7.767 
3.860 GHz,0.661 / 135.641 ,0.174 / -11.149 ,1.835 / -15.449 ,0.262 / 0.039 
3.870 GHz,0.654 / 133.518 ,0.176 / -14.674 ,1.843 / -19.024 ,0.269 / -7.376 
3.880 GHz,0.648 / 131.353 ,0.178 / -18.214 ,1.852 / -22.614 ,0.278 / -14.459 
3.890 GHz,0.642 / 129.140 ,0.179 / -21.768 ,1.859 / -26.218 ,0.287 / -21.210 
3.900 GHz,0.635 / 126.872 ,0.181 / -25.338 ,1.867 / -29.838 ,0.297 / -27.637 
3.910 GHz,0.629 / 124.528 ,0.182 / -28.927 ,1.874 / -33.477 ,0.307 / -33.753 
3.920 GHz,0.623 / 122.114 ,0.184 / -32.537 ,1.880 / -37.137 ,0.318 / -39.587 
3.930 GHz,0.616 / 119.624 ,0.185 / -36.169 ,1.887 / -40.819 ,0.329 / -45.164 
3.940 GHz,0.610 / 117.048 ,0.187 / -39.827 ,1.893 / -44.527 ,0.340 / -50.508 
3.950 GHz,0.603 / 114.377 ,0.188 / -43.514 ,1.899 / -48.264 ,0.350 / -55.645 
3.960 GHz,0.596 / 111.600 ,0.190 / -47.234 ,1.905 / -52.034 ,0.361 / -60.596 
3.970 GHz,0.588 / 108.707 ,0.191 / -50.993 ,1.911 / -55.843 ,0.371 / -65.382 
3.980 GHz,0.581 / 105.682 ,0.193 / -54.796 ,1.917 / -59.696 ,0.380 / -70.024 
3.990 GHz,0.572 / 102.512 ,0.195 / -58.650 ,1.923 / -63.600 ,0.389 / -74.539 
4.000 GHz,0.564 / 99.177 ,0.196 / -62.562 ,1.930 / -67.562 ,0.398 / -78.941 
4.010 GHz,0.554 / 95.719 ,0.198 / -66.527 ,1.938 / -71.537 ,0.406 / -83.269 
4.020 GHz,0.543 / 92.059 ,0.199 / -70.567 ,1.946 / -75.587 ,0.412 / -87.514 
4.030 GHz,0.532 / 88.167 ,0.201 / -74.695 ,1.954 / -79.725 ,0.419 / -91.685 
4.040 GHz,0.519 / 84.008 ,0.203 / -78.923 ,1.963 / -83.963 ,0.424 / -95.793 
4.050 GHz,0.506 / 79.535 ,0.205 / -83.269 ,1.972 / -88.319 ,0.428 / -99.845 
4.060 GHz,0.491 / 74.693 ,0.206 / -87.749 ,1.982 / -92.809 ,0.432 / -103.846 
4.070 GHz,0.475 / 69.409 ,0.208 / -92.385 ,1.992 / -97.455 ,0.434 / -107.799 
4.080 GHz,0.457 / 63.587 ,0.210 / -97.202 ,2.002 / -102.282 ,0.435 / -111.702 
4.090 GHz,0.438 / 57.104 ,0.212 / -102.229 ,2.012 / -107.319 ,0.435 / -115.549 
4.100 GHz,0.418 / 49.792 ,0.214 / -107.501 ,2.022 / -112.601 ,0.434 / -119.325 
4.110 GHz,0.396 / 41.417 ,0.216 / -113.053 ,2.030 / -118.173 ,0.431 / -123.009 
4.120 GHz,0.373 / 31.683 ,0.217 / -118.937 ,2.036 / -124.077 ,0.427 / -126.564 
4.130 GHz,0.351 / 20.197 ,0.219 / -125.208 ,2.040 / -130.368 ,0.423 / -129.941 
4.140 GHz,0.331 / 6.493 ,0.219 / -131.929 ,2.039 / -137.109 ,0.417 / -133.072 
4.150 GHz,0.316 / -9.841 ,0.219 / -139.171 ,2.031 / -144.371 ,0.412 / -135.880 
4.160 GHz,0.312 / -28.841 ,0.218 / -147.013 ,2.013 / -152.233 ,0.407 / -138.297 
4.170 GHz,0.324 / -49.761 ,0.216 / -155.535 ,1.981 / -160.775 ,0.406 / -140.314 
4.180 GHz,0.356 / -71.117 ,0.211 / -164.816 ,1.931 / -170.076 ,0.411 / -142.070 
4.190 GHz,0.408 / -91.506 ,0.204 / -174.917 ,1.857 / 179.803 ,0.425 / -143.941 
4.200 GHz,0.477 / -110.293 ,0.193 / 174.128 ,1.754 / 168.828 ,0.450 / -146.562 
4.210 GHz,0.557 / -127.487 ,0.179 / 162.328 ,1.620 / 156.998 ,0.487 / -150.650 
4.220 GHz,0.641 / -143.358 ,0.161 / 149.743 ,1.452 / 144.383 ,0.536 / -156.837 
4.230 GHz,0.723 / -158.118 ,0.140 / 136.474 ,1.256 / 131.084 ,0.593 / -165.438 
4.240 GHz,0.796 / -171.873 ,0.117 / 122.637 ,1.041 / 117.217 ,0.653 / -176.506 
4.250 GHz,0.857 / 175.349 ,0.092 / 108.336 ,0.818 / 102.886 ,0.714 / 170.048 
4.260 GHz,0.904 / 163.550 ,0.068 / 93.658 ,0.601 / 88.178 ,0.772 / 154.347 
4.270 GHz,0.937 / 152.725 ,0.046 / 78.718 ,0.403 / 73.208 ,0.824 / 136.541 
4.280 GHz,0.958 / 142.850 ,0.027 / 63.820 ,0.236 / 58.280 ,0.870 / 116.876 
4.290 GHz,0.970 / 133.864 ,0.013 / 49.862 ,0.111 / 44.292 ,0.905 / 95.814 
4.300 GHz,0.976 / 125.671 ,0.004 / 40.245 ,0.033 / 34.645 ,0.929 / 74.089 
4.310 GHz,0.979 / 118.139 ,1.886E-4 / 80.200 ,0.002 / 74.560 ,0.941 / 52.616 
4.320 GHz,0.980 / 111.124 ,0.001 / -31.948 ,0.011 / -37.628 ,0.943 / 32.270 
4.330 GHz,0.980 / 104.508 ,0.006 / -31.561 ,0.048 / -37.281 ,0.937 / 13.660 
4.340 GHz,0.979 / 98.207 ,0.012 / -39.928 ,0.101 / -45.688 ,0.928 / -2.940 
4.350 GHz,0.976 / 92.166 ,0.019 / -49.062 ,0.162 / -54.862 ,0.919 / -17.534 
4.360 GHz,0.973 / 86.347 ,0.026 / -57.787 ,0.224 / -63.627 ,0.909 / -30.286 
4.370 GHz,0.969 / 80.720 ,0.034 / -65.872 ,0.284 / -71.752 ,0.901 / -41.429 
4.380 GHz,0.964 / 75.260 ,0.040 / -73.317 ,0.340 / -79.237 ,0.894 / -51.203 
4.390 GHz,0.959 / 69.943 ,0.047 / -80.189 ,0.391 / -86.149 ,0.888 / -59.827 
4.400 GHz,0.954 / 64.750 ,0.053 / -86.565 ,0.438 / -92.565 ,0.884 / -67.492 
4.410 GHz,0.948 / 59.660 ,0.058 / -92.521 ,0.481 / -98.571 ,0.880 / -74.354 
4.420 GHz,0.943 / 54.659 ,0.063 / -98.119 ,0.519 / -104.219 ,0.876 / -80.544 
4.430 GHz,0.938 / 49.732 ,0.067 / -103.413 ,0.554 / -109.563 ,0.874 / -86.168 
4.440 GHz,0.932 / 44.867 ,0.071 / -108.449 ,0.585 / -114.649 ,0.871 / -91.312 
4.450 GHz,0.927 / 40.054 ,0.075 / -113.264 ,0.613 / -119.514 ,0.870 / -96.048 
4.460 GHz,0.922 / 35.285 ,0.078 / -117.889 ,0.638 / -124.189 ,0.868 / -100.433 
4.470 GHz,0.917 / 30.551 ,0.081 / -122.350 ,0.660 / -128.700 ,0.867 / -104.515 
4.480 GHz,0.913 / 25.848 ,0.084 / -126.668 ,0.680 / -133.068 ,0.866 / -108.335 
4.490 GHz,0.908 / 21.170 ,0.087 / -130.861 ,0.698 / -137.311 ,0.865 / -111.925 
4.500 GHz,0.904 / 16.513 ,0.089 / -134.943 ,0.714 / -141.443 ,0.865 / -115.314 
4.510 GHz,0.900 / 11.888 ,0.091 / -138.929 ,0.729 / -145.429 ,0.865 / -118.527 
4.520 GHz,0.896 / 7.280 ,0.093 / -142.827 ,0.742 / -149.327 ,0.864 / -121.582 
4.530 GHz,0.892 / 2.688 ,0.095 / -146.647 ,0.754 / -153.147 ,0.864 / -124.497 
4.540 GHz,0.888 / -1.889 ,0.097 / -150.397 ,0.764 / -156.897 ,0.864 / -127.286 
4.550 GHz,0.885 / -6.452 ,0.098 / -154.081 ,0.773 / -160.581 ,0.864 / -129.964 
4.560 GHz,0.881 / -11.001 ,0.100 / -157.707 ,0.780 / -164.207 ,0.865 / -132.540 
4.570 GHz,0.878 / -15.536 ,0.101 / -161.278 ,0.787 / -167.778 ,0.865 / -135.025 
4.580 GHz,0.876 / -20.056 ,0.102 / -164.798 ,0.792 / -171.298 ,0.865 / -137.428 
4.590 GHz,0.873 / -24.559 ,0.103 / -168.271 ,0.796 / -174.771 ,0.866 / -139.755 
4.600 GHz,0.871 / -29.045 ,0.104 / -171.700 ,0.800 / -178.200 ,0.867 / -142.014 
4.610 GHz,0.868 / -33.523 ,0.104 / -175.078 ,0.802 / 178.402 ,0.867 / -144.210 
4.620 GHz,0.866 / -37.981 ,0.105 / -178.416 ,0.804 / 175.044 ,0.868 / -146.350 
4.630 GHz,0.865 / -42.417 ,0.105 / 178.284 ,0.805 / 171.724 ,0.869 / -148.437 
4.640 GHz,0.863 / -46.829 ,0.106 / 175.022 ,0.805 / 168.442 ,0.870 / -150.477 
4.650 GHz,0.862 / -51.215 ,0.106 / 171.796 ,0.804 / 165.196 ,0.871 / -152.473 
4.660 GHz,0.861 / -55.574 ,0.106 / 168.605 ,0.803 / 161.985 ,0.872 / -154.428 
4.670 GHz,0.860 / -59.902 ,0.106 / 165.448 ,0.801 / 158.808 ,0.873 / -156.347 
4.680 GHz,0.859 / -64.199 ,0.107 / 162.325 ,0.798 / 155.665 ,0.874 / -158.231 
4.690 GHz,0.859 / -68.462 ,0.107 / 159.234 ,0.795 / 152.554 ,0.875 / -160.083 
4.700 GHz,0.858 / -72.689 ,0.106 / 156.177 ,0.792 / 149.477 ,0.876 / -161.906 
4.710 GHz,0.858 / -76.866 ,0.106 / 153.151 ,0.788 / 146.421 ,0.878 / -163.700 
4.720 GHz,0.858 / -81.005 ,0.106 / 150.156 ,0.784 / 143.396 ,0.879 / -165.470 
4.730 GHz,0.858 / -85.103 ,0.106 / 147.193 ,0.780 / 140.403 ,0.880 / -167.216 
4.740 GHz,0.858 / -89.159 ,0.106 / 144.261 ,0.775 / 137.441 ,0.882 / -168.940 
4.750 GHz,0.859 / -93.174 ,0.105 / 141.360 ,0.769 / 134.510 ,0.883 / -170.644 
4.760 GHz,0.859 / -97.144 ,0.105 / 138.489 ,0.764 / 131.609 ,0.884 / -172.329 
4.770 GHz,0.860 / -101.070 ,0.105 / 135.648 ,0.758 / 128.738 ,0.886 / -173.996 
4.780 GHz,0.861 / -104.952 ,0.104 / 132.836 ,0.752 / 125.896 ,0.887 / -175.646 
4.790 GHz,0.862 / -108.788 ,0.104 / 130.054 ,0.746 / 123.084 ,0.888 / -177.280 
4.800 GHz,0.862 / -112.578 ,0.103 / 127.301 ,0.740 / 120.301 ,0.890 / -178.900 
4.810 GHz,0.863 / -116.334 ,0.103 / 124.570 ,0.733 / 117.540 ,0.891 / 179.498 
4.820 GHz,0.864 / -120.045 ,0.102 / 121.868 ,0.727 / 114.808 ,0.892 / 177.909 
4.830 GHz,0.866 / -123.709 ,0.102 / 119.193 ,0.720 / 112.103 ,0.894 / 176.332 
4.840 GHz,0.867 / -127.327 ,0.101 / 116.545 ,0.714 / 109.425 ,0.895 / 174.768 
4.850 GHz,0.868 / -130.900 ,0.100 / 113.924 ,0.707 / 106.774 ,0.896 / 173.214 
4.860 GHz,0.869 / -134.428 ,0.100 / 111.329 ,0.700 / 104.149 ,0.898 / 171.671 
4.870 GHz,0.870 / -137.910 ,0.099 / 108.761 ,0.693 / 101.551 ,0.899 / 170.138 
4.880 GHz,0.872 / -141.349 ,0.099 / 106.217 ,0.687 / 98.977 ,0.900 / 168.615 
4.890 GHz,0.873 / -144.744 ,0.098 / 103.698 ,0.680 / 96.428 ,0.901 / 167.102 
4.900 GHz,0.874 / -148.096 ,0.097 / 101.204 ,0.673 / 93.904 ,0.903 / 165.597 
4.910 GHz,0.876 / -151.395 ,0.097 / 98.735 ,0.667 / 91.395 ,0.904 / 164.098 
4.920 GHz,0.877 / -154.654 ,0.096 / 96.289 ,0.660 / 88.909 ,0.905 / 162.608 
4.930 GHz,0.878 / -157.872 ,0.096 / 93.866 ,0.653 / 86.446 ,0.906 / 161.125 
4.940 GHz,0.880 / -161.051 ,0.095 / 91.465 ,0.647 / 84.005 ,0.907 / 159.650 
4.950 GHz,0.881 / -164.192 ,0.094 / 89.086 ,0.640 / 81.586 ,0.908 / 158.182 
4.960 GHz,0.882 / -167.295 ,0.094 / 86.727 ,0.634 / 79.187 ,0.909 / 156.722 
4.970 GHz,0.883 / -170.363 ,0.093 / 84.388 ,0.628 / 76.808 ,0.910 / 155.268 
4.980 GHz,0.885 / -173.395 ,0.093 / 82.069 ,0.622 / 74.449 ,0.911 / 153.821 
4.990 GHz,0.886 / -176.393 ,0.092 / 79.769 ,0.616 / 72.109 ,0.912 / 152.380 
5.000 GHz,0.887 / -179.357 ,0.092 / 77.487 ,0.610 / 69.787 ,0.913 / 150.945 
5.010 GHz,0.888 / 177.711 ,0.091 / 75.226 ,0.605 / 67.526 ,0.914 / 149.515 
5.020 GHz,0.889 / 174.810 ,0.091 / 72.982 ,0.599 / 65.282 ,0.914 / 148.092 
5.030 GHz,0.889 / 171.940 ,0.090 / 70.754 ,0.594 / 63.054 ,0.915 / 146.674 
5.040 GHz,0.890 / 169.098 ,0.090 / 68.541 ,0.589 / 60.841 ,0.916 / 145.261 
5.050 GHz,0.891 / 166.283 ,0.089 / 66.344 ,0.584 / 58.644 ,0.917 / 143.854 
5.060 GHz,0.892 / 163.495 ,0.089 / 64.161 ,0.579 / 56.461 ,0.917 / 142.452 
5.070 GHz,0.892 / 160.733 ,0.088 / 61.992 ,0.574 / 54.292 ,0.918 / 141.055 
5.080 GHz,0.893 / 157.995 ,0.088 / 59.836 ,0.570 / 52.136 ,0.918 / 139.662 
5.090 GHz,0.894 / 155.281 ,0.087 / 57.693 ,0.565 / 49.993 ,0.919 / 138.274 
5.100 GHz,0.894 / 152.589 ,0.087 / 55.561 ,0.561 / 47.861 ,0.919 / 136.890 
5.110 GHz,0.895 / 149.918 ,0.087 / 53.440 ,0.557 / 45.730 ,0.920 / 135.511 
5.120 GHz,0.896 / 147.268 ,0.086 / 51.329 ,0.553 / 43.609 ,0.920 / 134.135 
5.130 GHz,0.896 / 144.637 ,0.086 / 49.228 ,0.549 / 41.498 ,0.921 / 132.764 
5.140 GHz,0.897 / 142.024 ,0.086 / 47.137 ,0.546 / 39.397 ,0.921 / 131.396 
5.150 GHz,0.897 / 139.428 ,0.085 / 45.055 ,0.542 / 37.305 ,0.921 / 130.032 
5.160 GHz,0.898 / 136.849 ,0.085 / 42.981 ,0.539 / 35.221 ,0.922 / 128.672 
5.170 GHz,0.898 / 134.286 ,0.085 / 40.916 ,0.536 / 33.146 ,0.922 / 127.315 
5.180 GHz,0.898 / 131.736 ,0.085 / 38.858 ,0.533 / 31.078 ,0.922 / 125.961 
5.190 GHz,0.899 / 129.201 ,0.085 / 36.806 ,0.530 / 29.016 ,0.922 / 124.610 
5.200 GHz,0.899 / 126.677 ,0.084 / 34.760 ,0.527 / 26.960 ,0.922 / 123.262 
5.210 GHz,0.899 / 124.158 ,0.084 / 32.729 ,0.525 / 24.909 ,0.923 / 121.917 
5.220 GHz,0.899 / 121.649 ,0.084 / 30.703 ,0.522 / 22.863 ,0.923 / 120.574 
5.230 GHz,0.900 / 119.150 ,0.084 / 28.681 ,0.520 / 20.821 ,0.923 / 119.234 
5.240 GHz,0.900 / 116.659 ,0.084 / 26.663 ,0.518 / 18.783 ,0.923 / 117.896 
5.250 GHz,0.900 / 114.176 ,0.084 / 24.648 ,0.516 / 16.748 ,0.923 / 116.561 
5.260 GHz,0.900 / 111.700 ,0.084 / 22.635 ,0.514 / 14.715 ,0.923 / 115.228 
5.270 GHz,0.900 / 109.229 ,0.084 / 20.625 ,0.513 / 12.685 ,0.923 / 113.896 
5.280 GHz,0.900 / 106.764 ,0.084 / 18.616 ,0.511 / 10.656 ,0.923 / 112.567 
5.290 GHz,0.900 / 104.302 ,0.084 / 16.607 ,0.510 / 8.627 ,0.922 / 111.239 
5.300 GHz,0.900 / 101.842 ,0.084 / 14.598 ,0.509 / 6.598 ,0.922 / 109.913 
5.310 GHz,0.899 / 99.392 ,0.084 / 12.588 ,0.508 / 4.558 ,0.922 / 108.588 
5.320 GHz,0.899 / 96.942 ,0.085 / 10.576 ,0.508 / 2.516 ,0.922 / 107.265 
5.330 GHz,0.899 / 94.492 ,0.085 / 8.562 ,0.507 / 0.472 ,0.922 / 105.942 
5.340 GHz,0.899 / 92.040 ,0.085 / 6.545 ,0.507 / -1.575 ,0.921 / 104.621 
5.350 GHz,0.898 / 89.586 ,0.085 / 4.525 ,0.507 / -3.625 ,0.921 / 103.301 
5.360 GHz,0.898 / 87.127 ,0.085 / 2.501 ,0.507 / -5.679 ,0.920 / 101.981 
5.370 GHz,0.897 / 84.664 ,0.086 / 0.472 ,0.508 / -7.738 ,0.920 / 100.662 
5.380 GHz,0.897 / 82.194 ,0.086 / -1.563 ,0.508 / -9.803 ,0.919 / 99.343 
5.390 GHz,0.896 / 79.717 ,0.087 / -3.605 ,0.509 / -11.875 ,0.919 / 98.025 
5.400 GHz,0.895 / 77.231 ,0.087 / -5.654 ,0.510 / -13.954 ,0.918 / 96.706 
5.410 GHz,0.895 / 74.735 ,0.088 / -7.712 ,0.511 / -16.042 ,0.918 / 95.388 
5.420 GHz,0.894 / 72.228 ,0.088 / -9.779 ,0.512 / -18.139 ,0.917 / 94.069 
5.430 GHz,0.893 / 69.708 ,0.089 / -11.857 ,0.514 / -20.247 ,0.916 / 92.750 
5.440 GHz,0.892 / 67.174 ,0.089 / -13.945 ,0.516 / -22.365 ,0.915 / 91.431 
5.450 GHz,0.891 / 64.624 ,0.090 / -16.046 ,0.518 / -24.496 ,0.914 / 90.110 
5.460 GHz,0.890 / 62.056 ,0.091 / -18.160 ,0.520 / -26.640 ,0.913 / 88.789 
5.470 GHz,0.888 / 59.470 ,0.091 / -20.289 ,0.523 / -28.799 ,0.912 / 87.467 
5.480 GHz,0.887 / 56.862 ,0.092 / -22.433 ,0.526 / -30.973 ,0.911 / 86.143 
5.490 GHz,0.886 / 54.232 ,0.093 / -24.595 ,0.529 / -33.165 ,0.910 / 84.818 
5.500 GHz,0.884 / 51.577 ,0.094 / -26.775 ,0.532 / -35.375 ,0.909 / 83.491 
5.510 GHz,0.882 / 48.911 ,0.095 / -28.975 ,0.536 / -37.585 ,0.907 / 82.165 
5.520 GHz,0.880 / 46.216 ,0.096 / -31.197 ,0.541 / -39.817 ,0.906 / 80.836 
5.530 GHz,0.878 / 43.490 ,0.097 / -33.442 ,0.545 / -42.072 ,0.904 / 79.505 
5.540 GHz,0.876 / 40.730 ,0.098 / -35.711 ,0.550 / -44.351 ,0.902 / 78.172 
5.550 GHz,0.874 / 37.934 ,0.099 / -38.008 ,0.555 / -46.658 ,0.900 / 76.837 
5.560 GHz,0.872 / 35.100 ,0.101 / -40.332 ,0.561 / -48.992 ,0.898 / 75.499 
5.570 GHz,0.869 / 32.224 ,0.102 / -42.687 ,0.567 / -51.357 ,0.896 / 74.158 
5.580 GHz,0.866 / 29.304 ,0.103 / -45.075 ,0.573 / -53.755 ,0.894 / 72.814 
5.590 GHz,0.863 / 26.337 ,0.105 / -47.497 ,0.580 / -56.187 ,0.892 / 71.467 
5.600 GHz,0.860 / 23.318 ,0.107 / -49.957 ,0.587 / -58.657 ,0.889 / 70.116 
5.610 GHz,0.857 / 20.237 ,0.108 / -52.454 ,0.595 / -61.164 ,0.886 / 68.759 
5.620 GHz,0.853 / 17.097 ,0.110 / -54.994 ,0.603 / -63.714 ,0.883 / 67.397 
5.630 GHz,0.849 / 13.894 ,0.112 / -57.579 ,0.612 / -66.309 ,0.880 / 66.032 
5.640 GHz,0.845 / 10.625 ,0.114 / -60.213 ,0.621 / -68.953 ,0.877 / 64.663 
5.650 GHz,0.840 / 7.285 ,0.116 / -62.899 ,0.631 / -71.649 ,0.873 / 63.290 
5.660 GHz,0.836 / 3.869 ,0.118 / -65.641 ,0.641 / -74.401 ,0.869 / 61.914 
5.670 GHz,0.831 / 0.372 ,0.120 / -68.441 ,0.651 / -77.211 ,0.865 / 60.533 
5.680 GHz,0.825 / -3.211 ,0.123 / -71.305 ,0.663 / -80.085 ,0.861 / 59.149 
