"freq
References : ['S(1,1)','S(1,2)','S(2,1)','S(2,2)']
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Real","S(1,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(1,2)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,2)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
5.690 GHz,0.819 / -6.886 ,0.125 / -74.236 ,0.675 / -83.026 ,0.856 / 57.761 
5.700 GHz,0.813 / -10.659 ,0.128 / -77.238 ,0.687 / -86.038 ,0.851 / 56.370 
5.710 GHz,0.806 / -14.525 ,0.131 / -80.316 ,0.700 / -89.126 ,0.846 / 54.981 
5.720 GHz,0.799 / -18.500 ,0.134 / -83.475 ,0.714 / -92.295 ,0.840 / 53.590 
5.730 GHz,0.792 / -22.591 ,0.137 / -86.719 ,0.729 / -95.549 ,0.834 / 52.198 
5.740 GHz,0.783 / -26.805 ,0.140 / -90.055 ,0.744 / -98.895 ,0.827 / 50.807 
5.750 GHz,0.775 / -31.148 ,0.144 / -93.487 ,0.760 / -102.337 ,0.820 / 49.417 
5.760 GHz,0.765 / -35.627 ,0.147 / -97.022 ,0.776 / -105.882 ,0.812 / 48.031 
5.770 GHz,0.755 / -40.247 ,0.151 / -100.665 ,0.793 / -109.535 ,0.804 / 46.651 
5.780 GHz,0.744 / -45.016 ,0.155 / -104.424 ,0.811 / -113.304 ,0.795 / 45.278 
5.790 GHz,0.733 / -49.937 ,0.159 / -108.304 ,0.829 / -117.194 ,0.786 / 43.917 
5.800 GHz,0.721 / -55.017 ,0.163 / -112.311 ,0.848 / -121.211 ,0.776 / 42.571 
5.810 GHz,0.708 / -60.268 ,0.167 / -116.453 ,0.868 / -125.373 ,0.766 / 41.241 
5.820 GHz,0.694 / -65.681 ,0.171 / -120.735 ,0.887 / -129.675 ,0.754 / 39.936 
5.830 GHz,0.680 / -71.255 ,0.175 / -125.166 ,0.908 / -134.126 ,0.742 / 38.660 
5.840 GHz,0.664 / -76.988 ,0.180 / -129.752 ,0.928 / -138.732 ,0.729 / 37.423 
5.850 GHz,0.648 / -82.871 ,0.184 / -134.500 ,0.948 / -143.500 ,0.716 / 36.231 
5.860 GHz,0.631 / -88.891 ,0.189 / -139.417 ,0.969 / -148.437 ,0.701 / 35.095 
5.870 GHz,0.614 / -95.031 ,0.193 / -144.510 ,0.989 / -153.550 ,0.686 / 34.028 
5.880 GHz,0.595 / -101.263 ,0.198 / -149.788 ,1.009 / -158.848 ,0.670 / 33.046 
5.890 GHz,0.576 / -107.554 ,0.202 / -155.258 ,1.029 / -164.338 ,0.653 / 32.167 
5.900 GHz,0.557 / -113.854 ,0.207 / -160.930 ,1.047 / -170.030 ,0.635 / 31.415 
5.910 GHz,0.537 / -120.103 ,0.211 / -166.800 ,1.065 / -175.930 ,0.616 / 30.823 
5.920 GHz,0.517 / -126.227 ,0.214 / -172.894 ,1.081 / 177.946 ,0.596 / 30.428 
5.930 GHz,0.497 / -132.133 ,0.218 / -179.224 ,1.096 / 171.586 ,0.576 / 30.284 
5.940 GHz,0.478 / -137.708 ,0.221 / 174.193 ,1.109 / 164.973 ,0.555 / 30.458 
5.950 GHz,0.459 / -142.826 ,0.224 / 167.341 ,1.119 / 158.091 ,0.534 / 31.035 
5.960 GHz,0.444 / -147.363 ,0.226 / 160.200 ,1.126 / 150.920 ,0.514 / 32.116 
5.970 GHz,0.432 / -151.226 ,0.227 / 152.754 ,1.129 / 143.444 ,0.495 / 33.811 
5.980 GHz,0.425 / -154.402 ,0.227 / 144.987 ,1.127 / 135.647 ,0.479 / 36.209 
5.990 GHz,0.426 / -157.018 ,0.226 / 136.889 ,1.118 / 127.519 ,0.469 / 39.329 
6.000 GHz,0.436 / -159.377 ,0.224 / 128.463 ,1.103 / 119.063 ,0.466 / 43.047 
6.010 GHz,0.456 / -161.901 ,0.219 / 119.724 ,1.079 / 110.314 ,0.472 / 47.018 
6.020 GHz,0.487 / -165.026 ,0.213 / 110.718 ,1.046 / 101.298 ,0.490 / 50.793 
6.030 GHz,0.527 / -169.040 ,0.205 / 101.513 ,1.003 / 92.083 ,0.519 / 53.878 
6.040 GHz,0.573 / -174.023 ,0.195 / 92.201 ,0.951 / 82.761 ,0.557 / 55.928 
6.050 GHz,0.623 / -179.882 ,0.183 / 82.892 ,0.890 / 73.442 ,0.601 / 56.832 
6.060 GHz,0.673 / 173.581 ,0.169 / 73.708 ,0.823 / 64.248 ,0.648 / 56.675 
6.070 GHz,0.720 / 166.600 ,0.155 / 64.760 ,0.752 / 55.290 ,0.695 / 55.655 
6.080 GHz,0.763 / 159.396 ,0.141 / 56.146 ,0.680 / 46.666 ,0.739 / 54.003 
6.090 GHz,0.802 / 152.150 ,0.126 / 47.933 ,0.609 / 38.443 ,0.779 / 51.930 
6.100 GHz,0.834 / 145.001 ,0.112 / 40.162 ,0.541 / 30.662 ,0.814 / 49.608 
6.110 GHz,0.862 / 138.042 ,0.100 / 32.846 ,0.478 / 23.336 ,0.844 / 47.164 
6.120 GHz,0.885 / 131.328 ,0.088 / 25.984 ,0.420 / 16.464 ,0.870 / 44.684 
6.130 GHz,0.904 / 124.890 ,0.077 / 19.557 ,0.367 / 10.027 ,0.891 / 42.223 
6.140 GHz,0.919 / 118.737 ,0.067 / 13.538 ,0.320 / 3.998 ,0.909 / 39.814 
6.150 GHz,0.932 / 112.869 ,0.059 / 7.896 ,0.279 / -1.654 ,0.923 / 37.477 
6.160 GHz,0.942 / 107.275 ,0.051 / 2.598 ,0.242 / -6.962 ,0.935 / 35.218 
6.170 GHz,0.950 / 101.940 ,0.044 / -2.387 ,0.209 / -11.957 ,0.945 / 33.039 
6.180 GHz,0.957 / 96.849 ,0.038 / -7.091 ,0.181 / -16.671 ,0.953 / 30.938 
6.190 GHz,0.962 / 91.985 ,0.033 / -11.539 ,0.156 / -21.129 ,0.960 / 28.909 
6.200 GHz,0.967 / 87.329 ,0.029 / -15.757 ,0.134 / -25.357 ,0.966 / 26.948 
6.210 GHz,0.971 / 82.865 ,0.025 / -19.768 ,0.115 / -29.388 ,0.971 / 25.048 
6.220 GHz,0.974 / 78.579 ,0.021 / -23.590 ,0.098 / -33.230 ,0.975 / 23.203 
6.230 GHz,0.977 / 74.456 ,0.018 / -27.241 ,0.084 / -36.901 ,0.978 / 21.408 
6.240 GHz,0.979 / 70.483 ,0.015 / -30.735 ,0.071 / -40.415 ,0.981 / 19.658 
6.250 GHz,0.981 / 66.647 ,0.013 / -34.085 ,0.060 / -43.785 ,0.983 / 17.948 
6.260 GHz,0.983 / 62.938 ,0.011 / -37.301 ,0.050 / -47.021 ,0.985 / 16.272 
6.270 GHz,0.984 / 59.344 ,0.009 / -40.393 ,0.042 / -50.133 ,0.987 / 14.629 
6.280 GHz,0.985 / 55.855 ,0.007 / -43.366 ,0.035 / -53.126 ,0.989 / 13.012 
6.290 GHz,0.986 / 52.461 ,0.006 / -46.223 ,0.028 / -56.003 ,0.990 / 11.420 
6.300 GHz,0.987 / 49.155 ,0.005 / -48.965 ,0.023 / -58.765 ,0.991 / 9.849 
6.310 GHz,0.988 / 45.925 ,0.004 / -51.593 ,0.018 / -61.413 ,0.992 / 8.296 
6.320 GHz,0.988 / 42.762 ,0.003 / -54.086 ,0.014 / -63.926 ,0.993 / 6.759 
6.330 GHz,0.989 / 39.655 ,0.002 / -56.416 ,0.010 / -66.276 ,0.993 / 5.235 
6.340 GHz,0.989 / 36.589 ,0.002 / -58.526 ,0.008 / -68.406 ,0.994 / 3.722 
6.350 GHz,0.989 / 33.547 ,0.001 / -60.296 ,0.005 / -70.196 ,0.994 / 2.217 
6.360 GHz,0.989 / 30.499 ,7.046E-4 / -61.442 ,0.003 / -71.362 ,0.994 / 0.719 
6.370 GHz,0.989 / 27.393 ,3.718E-4 / -61.133 ,0.002 / -71.073 ,0.995 / -0.776 
6.380 GHz,0.988 / 24.117 ,1.354E-4 / -55.783 ,6.101E-4 / -65.743 ,0.995 / -2.268 
6.390 GHz,0.985 / 20.372 ,1.234E-5 / 1.335 ,5.547E-5 / -8.645 ,0.995 / -3.762 
6.400 GHz,0.970 / 14.935 ,9.433E-5 / -123.587 ,4.231E-4 / -133.587 ,0.995 / -5.259 
6.410 GHz,0.686 / 1.339 ,0.001 / -150.737 ,0.006 / -160.767 ,0.995 / -6.761 
6.420 GHz,0.952 / 25.146 ,0.001 / 110.691 ,0.005 / 100.631 ,0.995 / -8.270 
6.430 GHz,0.984 / 18.025 ,7.025E-4 / 101.314 ,0.003 / 91.224 ,0.994 / -9.794 
6.440 GHz,0.989 / 14.109 ,4.797E-4 / 99.225 ,0.002 / 89.105 ,0.994 / -11.332 
6.450 GHz,0.991 / 10.989 ,2.494E-4 / 102.864 ,0.001 / 92.714 ,0.993 / -12.890 
6.460 GHz,0.992 / 8.196 ,6.972E-5 / -152.470 ,3.085E-4 / -162.650 ,0.993 / -14.473 
6.470 GHz,0.992 / 5.577 ,3.776E-4 / -105.267 ,0.002 / -115.477 ,0.992 / -16.086 
6.480 GHz,0.992 / 3.066 ,7.802E-4 / -103.067 ,0.003 / -113.307 ,0.991 / -17.737 
6.490 GHz,0.992 / 0.631 ,0.001 / -103.914 ,0.006 / -114.184 ,0.989 / -19.434 
6.500 GHz,0.992 / -1.747 ,0.002 / -105.643 ,0.008 / -115.943 ,0.988 / -21.188 
6.510 GHz,0.993 / -4.080 ,0.003 / -107.802 ,0.011 / -118.112 ,0.985 / -23.013 
6.520 GHz,0.993 / -6.375 ,0.003 / -110.240 ,0.014 / -120.560 ,0.983 / -24.926 
6.530 GHz,0.993 / -8.640 ,0.004 / -112.916 ,0.019 / -123.246 ,0.979 / -26.950 
6.540 GHz,0.992 / -10.878 ,0.005 / -115.833 ,0.023 / -126.173 ,0.975 / -29.115 
6.550 GHz,0.992 / -13.093 ,0.007 / -119.030 ,0.029 / -129.380 ,0.969 / -31.463 
6.560 GHz,0.992 / -15.289 ,0.008 / -122.574 ,0.036 / -132.934 ,0.960 / -34.052 
6.570 GHz,0.992 / -17.469 ,0.010 / -126.575 ,0.045 / -136.945 ,0.949 / -36.963 
6.580 GHz,0.991 / -19.636 ,0.013 / -131.201 ,0.056 / -141.581 ,0.932 / -40.315 
6.590 GHz,0.991 / -21.793 ,0.016 / -136.716 ,0.070 / -147.106 ,0.906 / -44.278 
6.600 GHz,0.990 / -23.939 ,0.021 / -143.542 ,0.088 / -153.942 ,0.867 / -49.094 
6.610 GHz,0.988 / -26.072 ,0.026 / -152.344 ,0.112 / -162.759 ,0.801 / -55.049 
6.620 GHz,0.985 / -28.170 ,0.034 / -164.149 ,0.143 / -174.579 ,0.689 / -62.192 
6.630 GHz,0.982 / -30.179 ,0.042 / 179.820 ,0.179 / 169.375 ,0.505 / -68.417 
6.640 GHz,0.979 / -32.026 ,0.049 / 159.329 ,0.209 / 148.869 ,0.271 / -56.142 
6.650 GHz,0.978 / -33.767 ,0.051 / 137.208 ,0.215 / 126.733 ,0.300 / -1.069 
6.660 GHz,0.981 / -35.584 ,0.047 / 117.926 ,0.199 / 107.436 ,0.527 / 5.856 
6.670 GHz,0.984 / -37.526 ,0.041 / 103.282 ,0.175 / 92.777 ,0.693 / -0.259 
6.680 GHz,0.986 / -39.533 ,0.036 / 92.524 ,0.152 / 82.004 ,0.793 / -6.759 
6.690 GHz,0.987 / -41.561 ,0.032 / 84.432 ,0.134 / 73.897 ,0.854 / -12.183 
6.700 GHz,0.988 / -43.589 ,0.028 / 78.093 ,0.119 / 67.543 ,0.893 / -16.613 
6.710 GHz,0.989 / -45.611 ,0.026 / 72.919 ,0.107 / 62.354 ,0.918 / -20.294 
6.720 GHz,0.989 / -47.625 ,0.023 / 68.542 ,0.098 / 57.962 ,0.935 / -23.433 
6.730 GHz,0.990 / -49.633 ,0.022 / 64.729 ,0.090 / 54.134 ,0.947 / -26.175 
6.740 GHz,0.990 / -51.634 ,0.020 / 61.326 ,0.084 / 50.716 ,0.956 / -28.623 
6.750 GHz,0.990 / -53.631 ,0.019 / 58.229 ,0.078 / 47.604 ,0.963 / -30.847 
6.760 GHz,0.990 / -55.623 ,0.018 / 55.367 ,0.073 / 44.727 ,0.969 / -32.898 
6.770 GHz,0.990 / -57.612 ,0.017 / 52.686 ,0.069 / 42.031 ,0.973 / -34.813 
6.780 GHz,0.990 / -59.598 ,0.016 / 50.151 ,0.066 / 39.481 ,0.976 / -36.619 
6.790 GHz,0.990 / -61.583 ,0.015 / 47.733 ,0.062 / 37.048 ,0.979 / -38.337 
6.800 GHz,0.990 / -63.567 ,0.014 / 45.410 ,0.059 / 34.710 ,0.981 / -39.983 
6.810 GHz,0.990 / -65.551 ,0.014 / 43.169 ,0.057 / 32.439 ,0.983 / -41.569 
6.820 GHz,0.989 / -67.536 ,0.013 / 40.993 ,0.054 / 30.233 ,0.985 / -43.104 
6.830 GHz,0.989 / -69.522 ,0.013 / 38.873 ,0.052 / 28.083 ,0.986 / -44.596 
6.840 GHz,0.989 / -71.511 ,0.012 / 36.801 ,0.050 / 25.981 ,0.987 / -46.052 
6.850 GHz,0.989 / -73.501 ,0.012 / 34.768 ,0.048 / 23.918 ,0.988 / -47.476 
6.860 GHz,0.989 / -75.495 ,0.011 / 32.770 ,0.046 / 21.890 ,0.989 / -48.873 
6.870 GHz,0.989 / -77.493 ,0.011 / 30.801 ,0.044 / 19.891 ,0.990 / -50.246 
6.880 GHz,0.989 / -79.496 ,0.011 / 28.857 ,0.042 / 17.917 ,0.990 / -51.597 
6.890 GHz,0.988 / -81.503 ,0.010 / 26.936 ,0.041 / 15.966 ,0.991 / -52.931 
6.900 GHz,0.988 / -83.516 ,0.010 / 25.034 ,0.039 / 14.034 ,0.992 / -54.247 
6.910 GHz,0.988 / -85.535 ,0.009 / 23.149 ,0.038 / 12.119 ,0.992 / -55.550 
6.920 GHz,0.988 / -87.562 ,0.009 / 21.277 ,0.036 / 10.217 ,0.992 / -56.839 
6.930 GHz,0.987 / -89.595 ,0.009 / 19.418 ,0.035 / 8.328 ,0.993 / -58.116 
6.940 GHz,0.987 / -91.637 ,0.009 / 17.570 ,0.034 / 6.450 ,0.993 / -59.383 
6.950 GHz,0.987 / -93.688 ,0.008 / 15.731 ,0.032 / 4.581 ,0.994 / -60.640 
6.960 GHz,0.987 / -95.747 ,0.008 / 13.900 ,0.031 / 2.720 ,0.994 / -61.889 
6.970 GHz,0.986 / -97.817 ,0.008 / 12.075 ,0.030 / 0.865 ,0.994 / -63.130 
6.980 GHz,0.986 / -99.898 ,0.007 / 10.256 ,0.029 / -0.984 ,0.994 / -64.364 
6.990 GHz,0.986 / -101.990 ,0.007 / 8.442 ,0.028 / -2.828 ,0.994 / -65.591 
7.000 GHz,0.985 / -104.094 ,0.007 / 6.631 ,0.026 / -4.669 ,0.995 / -66.813 
7.010 GHz,0.985 / -106.213 ,0.006 / 4.819 ,0.025 / -6.486 ,0.995 / -68.029 
7.020 GHz,0.985 / -108.346 ,0.006 / 3.010 ,0.024 / -8.300 ,0.995 / -69.240 
7.030 GHz,0.984 / -110.493 ,0.006 / 1.202 ,0.023 / -10.113 ,0.995 / -70.447 
7.040 GHz,0.984 / -112.656 ,0.006 / -0.603 ,0.022 / -11.923 ,0.995 / -71.650 
7.050 GHz,0.983 / -114.834 ,0.005 / -2.408 ,0.021 / -13.733 ,0.995 / -72.849 
7.060 GHz,0.983 / -117.029 ,0.005 / -4.210 ,0.019 / -15.540 ,0.995 / -74.044 
7.070 GHz,0.983 / -119.242 ,0.005 / -6.011 ,0.018 / -17.346 ,0.996 / -75.237 
7.080 GHz,0.982 / -121.474 ,0.004 / -7.809 ,0.017 / -19.149 ,0.996 / -76.426 
7.090 GHz,0.981 / -123.725 ,0.004 / -9.603 ,0.016 / -20.948 ,0.996 / -77.613 
7.100 GHz,0.981 / -125.997 ,0.004 / -11.392 ,0.015 / -22.742 ,0.996 / -78.797 
7.110 GHz,0.980 / -128.290 ,0.004 / -13.171 ,0.014 / -24.526 ,0.996 / -79.980 
7.120 GHz,0.980 / -130.606 ,0.003 / -14.938 ,0.012 / -26.298 ,0.996 / -81.160 
7.130 GHz,0.979 / -132.945 ,0.003 / -16.685 ,0.011 / -28.050 ,0.996 / -82.339 
7.140 GHz,0.979 / -135.310 ,0.003 / -18.402 ,0.010 / -29.772 ,0.996 / -83.516 
7.150 GHz,0.978 / -137.700 ,0.002 / -20.070 ,0.009 / -31.445 ,0.996 / -84.691 
7.160 GHz,0.977 / -140.118 ,0.002 / -21.661 ,0.008 / -33.041 ,0.996 / -85.866 
7.170 GHz,0.976 / -142.564 ,0.002 / -23.116 ,0.006 / -34.501 ,0.996 / -87.039 
7.180 GHz,0.976 / -145.041 ,0.001 / -24.317 ,0.005 / -35.707 ,0.996 / -88.211 
7.190 GHz,0.975 / -147.549 ,9.814E-4 / -24.966 ,0.004 / -36.361 ,0.996 / -89.383 
7.200 GHz,0.974 / -150.090 ,6.273E-4 / -24.071 ,0.002 / -35.471 ,0.996 / -90.553 
7.210 GHz,0.973 / -152.664 ,2.698E-4 / -15.213 ,0.001 / -26.633 ,0.996 / -91.723 
7.220 GHz,0.972 / -155.275 ,1.492E-4 / 108.131 ,5.575E-4 / 96.691 ,0.996 / -92.893 
7.230 GHz,0.971 / -157.924 ,5.160E-4 / 132.127 ,0.002 / 120.667 ,0.996 / -94.062 
7.240 GHz,0.970 / -160.613 ,9.122E-4 / 134.307 ,0.003 / 122.827 ,0.996 / -95.232 
7.250 GHz,0.969 / -163.343 ,0.001 / 133.928 ,0.005 / 122.428 ,0.996 / -96.401 
7.260 GHz,0.968 / -166.119 ,0.002 / 132.740 ,0.006 / 121.220 ,0.996 / -97.570 
7.270 GHz,0.967 / -168.940 ,0.002 / 131.185 ,0.008 / 119.645 ,0.996 / -98.739 
7.280 GHz,0.966 / -171.810 ,0.003 / 129.423 ,0.010 / 117.863 ,0.996 / -99.908 
7.290 GHz,0.964 / -174.732 ,0.003 / 127.529 ,0.011 / 115.949 ,0.996 / -101.078 
7.300 GHz,0.963 / -177.708 ,0.004 / 125.539 ,0.013 / 113.939 ,0.996 / -102.248 
7.310 GHz,0.962 / 179.258 ,0.004 / 123.473 ,0.015 / 111.853 ,0.996 / -103.419 
7.320 GHz,0.960 / 176.165 ,0.005 / 121.343 ,0.017 / 109.703 ,0.996 / -104.590 
7.330 GHz,0.959 / 173.008 ,0.005 / 119.157 ,0.019 / 107.497 ,0.996 / -105.763 
7.340 GHz,0.957 / 169.784 ,0.006 / 116.919 ,0.021 / 105.239 ,0.996 / -106.936 
7.350 GHz,0.955 / 166.489 ,0.006 / 114.629 ,0.023 / 102.929 ,0.996 / -108.110 
7.360 GHz,0.953 / 163.120 ,0.007 / 112.291 ,0.025 / 100.571 ,0.996 / -109.285 
7.370 GHz,0.951 / 159.670 ,0.008 / 109.902 ,0.028 / 98.162 ,0.996 / -110.461 
7.380 GHz,0.949 / 156.137 ,0.008 / 107.464 ,0.030 / 95.704 ,0.995 / -111.639 
7.390 GHz,0.947 / 152.515 ,0.009 / 104.973 ,0.033 / 93.193 ,0.995 / -112.818 
7.400 GHz,0.945 / 148.799 ,0.010 / 102.430 ,0.035 / 90.630 ,0.995 / -113.999 
7.410 GHz,0.942 / 144.979 ,0.011 / 99.832 ,0.038 / 88.022 ,0.995 / -115.181 
7.420 GHz,0.940 / 141.054 ,0.011 / 97.176 ,0.041 / 85.356 ,0.995 / -116.366 
7.430 GHz,0.937 / 137.014 ,0.012 / 94.459 ,0.044 / 82.629 ,0.995 / -117.552 
7.440 GHz,0.934 / 132.854 ,0.013 / 91.678 ,0.047 / 79.838 ,0.995 / -118.741 
7.450 GHz,0.931 / 128.565 ,0.014 / 88.829 ,0.051 / 76.979 ,0.995 / -119.932 
7.460 GHz,0.928 / 124.139 ,0.015 / 85.909 ,0.054 / 74.049 ,0.994 / -121.126 
7.470 GHz,0.924 / 119.567 ,0.016 / 82.913 ,0.058 / 71.043 ,0.994 / -122.323 
7.480 GHz,0.921 / 114.839 ,0.017 / 79.836 ,0.062 / 67.956 ,0.994 / -123.522 
7.490 GHz,0.917 / 109.944 ,0.019 / 76.674 ,0.066 / 64.784 ,0.994 / -124.726 
7.500 GHz,0.913 / 104.871 ,0.020 / 73.421 ,0.070 / 61.521 ,0.993 / -125.932 
7.510 GHz,0.909 / 99.609 ,0.021 / 70.071 ,0.075 / 58.161 ,0.993 / -127.143 
7.520 GHz,0.905 / 94.143 ,0.023 / 66.619 ,0.079 / 54.699 ,0.993 / -128.358 
7.530 GHz,0.900 / 88.460 ,0.024 / 63.056 ,0.084 / 51.126 ,0.993 / -129.578 
7.540 GHz,0.895 / 82.547 ,0.026 / 59.377 ,0.090 / 47.437 ,0.992 / -130.804 
7.550 GHz,0.890 / 76.386 ,0.027 / 55.572 ,0.095 / 43.622 ,0.992 / -132.035 
7.560 GHz,0.885 / 69.964 ,0.029 / 51.635 ,0.101 / 39.675 ,0.991 / -133.273 
7.570 GHz,0.880 / 63.263 ,0.031 / 47.556 ,0.108 / 35.586 ,0.991 / -134.518 
7.580 GHz,0.875 / 56.267 ,0.033 / 43.326 ,0.115 / 31.346 ,0.990 / -135.772 
7.590 GHz,0.870 / 48.961 ,0.035 / 38.935 ,0.122 / 26.945 ,0.990 / -137.036 
7.600 GHz,0.864 / 41.328 ,0.037 / 34.372 ,0.129 / 22.372 ,0.989 / -138.311 
7.610 GHz,0.859 / 33.351 ,0.040 / 29.634 ,0.137 / 17.634 ,0.988 / -139.600 
7.620 GHz,0.853 / 25.021 ,0.042 / 24.700 ,0.146 / 12.700 ,0.987 / -140.906 
7.630 GHz,0.848 / 16.329 ,0.045 / 19.557 ,0.155 / 7.557 ,0.986 / -142.231 
7.640 GHz,0.844 / 7.269 ,0.048 / 14.186 ,0.165 / 2.186 ,0.985 / -143.580 
7.650 GHz,0.839 / -2.160 ,0.051 / 8.568 ,0.176 / -3.432 ,0.983 / -144.960 
7.660 GHz,0.835 / -11.957 ,0.055 / 2.674 ,0.188 / -9.326 ,0.981 / -146.380 
7.670 GHz,0.830 / -22.113 ,0.059 / -3.534 ,0.202 / -15.534 ,0.979 / -147.852 
7.680 GHz,0.826 / -32.619 ,0.064 / -10.116 ,0.217 / -22.116 ,0.976 / -149.396 
7.690 GHz,0.821 / -43.466 ,0.069 / -17.170 ,0.236 / -29.170 ,0.971 / -151.040 
7.700 GHz,0.814 / -54.648 ,0.076 / -24.863 ,0.259 / -36.863 ,0.965 / -152.830 
7.710 GHz,0.804 / -66.171 ,0.086 / -33.512 ,0.290 / -45.512 ,0.955 / -154.840 
7.720 GHz,0.786 / -78.042 ,0.099 / -43.760 ,0.334 / -55.760 ,0.938 / -157.190 
7.730 GHz,0.749 / -90.138 ,0.119 / -57.070 ,0.401 / -69.070 ,0.904 / -160.016 
7.740 GHz,0.669 / -100.982 ,0.151 / -77.162 ,0.507 / -89.162 ,0.827 / -162.839 
7.750 GHz,0.564 / -99.651 ,0.185 / -112.286 ,0.621 / -124.286 ,0.685 / -158.343 
7.760 GHz,0.732 / -95.784 ,0.154 / -159.310 ,0.514 / -171.310 ,0.757 / -143.289 
7.770 GHz,0.880 / -111.487 ,0.091 / 168.529 ,0.304 / 156.529 ,0.903 / -145.339 
7.780 GHz,0.925 / -126.379 ,0.053 / 150.090 ,0.178 / 138.090 ,0.957 / -149.557 
7.790 GHz,0.941 / -139.250 ,0.032 / 137.734 ,0.108 / 125.734 ,0.977 / -152.771 
7.800 GHz,0.949 / -150.927 ,0.020 / 128.264 ,0.066 / 116.264 ,0.986 / -155.286 
7.810 GHz,0.955 / -161.851 ,0.012 / 120.435 ,0.041 / 108.420 ,0.990 / -157.392 
7.820 GHz,0.959 / -172.241 ,0.007 / 113.766 ,0.024 / 101.736 ,0.992 / -159.254 
7.830 GHz,0.962 / 177.790 ,0.004 / 108.168 ,0.013 / 96.123 ,0.993 / -160.960 
7.840 GHz,0.965 / 168.174 ,0.002 / 103.977 ,0.006 / 91.917 ,0.994 / -162.564 
7.850 GHz,0.967 / 158.867 ,7.155E-4 / 102.712 ,0.002 / 90.637 ,0.994 / -164.096 
7.860 GHz,0.968 / 149.838 ,1.323E-4 / 113.827 ,4.344E-4 / 101.737 ,0.995 / -165.578 
7.870 GHz,0.969 / 141.064 ,1.756E-5 / -11.052 ,5.752E-5 / -23.157 ,0.995 / -167.023 
7.880 GHz,0.970 / 132.526 ,2.622E-4 / 51.922 ,8.575E-4 / 39.802 ,0.995 / -168.442 
7.890 GHz,0.970 / 124.209 ,7.866E-4 / 55.502 ,0.003 / 43.367 ,0.995 / -169.840 
7.900 GHz,0.969 / 116.098 ,0.002 / 53.750 ,0.005 / 41.600 ,0.995 / -171.223 
7.910 GHz,0.969 / 108.183 ,0.002 / 50.527 ,0.008 / 38.362 ,0.995 / -172.594 
7.920 GHz,0.968 / 100.454 ,0.004 / 46.745 ,0.011 / 34.565 ,0.995 / -173.957 
7.930 GHz,0.967 / 92.901 ,0.005 / 42.725 ,0.015 / 30.530 ,0.994 / -175.313 
7.940 GHz,0.965 / 85.519 ,0.006 / 38.610 ,0.019 / 26.400 ,0.994 / -176.665 
7.950 GHz,0.963 / 78.299 ,0.007 / 34.467 ,0.023 / 22.242 ,0.994 / -178.014 
7.960 GHz,0.962 / 71.238 ,0.009 / 30.335 ,0.028 / 18.095 ,0.994 / -179.361 
7.970 GHz,0.960 / 64.329 ,0.010 / 26.236 ,0.032 / 13.981 ,0.993 / 179.293 
7.980 GHz,0.958 / 57.569 ,0.011 / 22.180 ,0.037 / 9.910 ,0.993 / 177.947 
7.990 GHz,0.956 / 50.954 ,0.013 / 18.177 ,0.041 / 5.892 ,0.993 / 176.600 
8.000 GHz,0.954 / 44.480 ,0.014 / 14.230 ,0.046 / 1.930 ,0.993 / 175.252 
8.010 GHz,0.952 / 38.144 ,0.016 / 10.349 ,0.051 / -1.951 ,0.992 / 173.902 
8.020 GHz,0.950 / 31.944 ,0.017 / 6.527 ,0.055 / -5.773 ,0.992 / 172.549 
8.030 GHz,0.948 / 25.876 ,0.019 / 2.766 ,0.060 / -9.534 ,0.991 / 171.192 
8.040 GHz,0.947 / 19.939 ,0.020 / -0.936 ,0.064 / -13.236 ,0.991 / 169.832 
8.050 GHz,0.945 / 14.130 ,0.022 / -4.579 ,0.069 / -16.879 ,0.991 / 168.468 
8.060 GHz,0.943 / 8.446 ,0.023 / -8.163 ,0.074 / -20.463 ,0.990 / 167.098 
8.070 GHz,0.942 / 2.885 ,0.025 / -11.691 ,0.078 / -23.991 ,0.990 / 165.724 
8.080 GHz,0.940 / -2.556 ,0.026 / -15.162 ,0.083 / -27.462 ,0.989 / 164.344 
8.090 GHz,0.939 / -7.879 ,0.028 / -18.580 ,0.087 / -30.880 ,0.989 / 162.958 
8.100 GHz,0.938 / -13.088 ,0.029 / -21.946 ,0.091 / -34.246 ,0.988 / 161.564 
8.110 GHz,0.936 / -18.183 ,0.031 / -25.261 ,0.096 / -37.561 ,0.988 / 160.164 
8.120 GHz,0.935 / -23.170 ,0.032 / -28.528 ,0.100 / -40.828 ,0.987 / 158.756 
8.130 GHz,0.934 / -28.050 ,0.033 / -31.747 ,0.105 / -44.047 ,0.986 / 157.340 
8.140 GHz,0.933 / -32.826 ,0.035 / -34.922 ,0.109 / -47.222 ,0.986 / 155.915 
8.150 GHz,0.932 / -37.500 ,0.036 / -38.054 ,0.113 / -50.354 ,0.985 / 154.481 
